draft_group_id,game_id
124342,6043801
124342,6045421
124342,6047407
124342,6049075
124342,6049351
124342,6049369
124454,6043801
124454,6045421
124454,6047407
124454,6049075
124454,6049351
124454,6049369
124455,6043801
124455,6045421
124455,6047407
124455,6049075
124455,6049351
124455,6049369
124456,6043801
124456,6045421
124456,6047407
124456,6049075
124456,6049351
124456,6049369
124457,6049351
124458,6043801
124458,6047407
124458,6049369
124459,6047407
124460,6045421
124460,6049075
124461,6049075
124462,6049075
124463,6049076
