draft_group_id,game_id
130044,6070449
130044,6070451
130044,6070453
130044,6070455
130044,6070456
130045,6070453
130046,6070455
130046,6070456
130047,6070456
130048,6070449
130048,6070451
130048,6070453
130048,6070455
130048,6070456
130049,6070449
130049,6070451
130049,6070453
130049,6070455
130049,6070456
130811,6119320
130811,6119322
130811,6119324
130813,6119326
130813,6119328
130813,6119330
130813,6119332
130814,6119326
130814,6119328
130814,6119330
130814,6119332
130815,6119330
130815,6119332
130816,6119332
