draft_group_id,game_id
119691,6043687
119691,6044209
119691,6045661
119691,6045667
119691,6045895
119691,6049135
119691,6049561
119691,6049831
119800,6043687
119800,6044209
119800,6045661
119800,6045667
119800,6045895
119800,6049135
119800,6049561
119800,6049831
119801,6043687
119801,6044209
119801,6045661
119801,6045667
119801,6045895
119801,6049135
119801,6049561
119801,6049831
119802,6043687
119802,6044209
119802,6045661
119802,6045667
119802,6045895
119802,6049135
119802,6049561
119802,6049831
119803,6049135
119804,6043687
119804,6045661
119804,6049561
119805,6049561
119806,6044209
119806,6045895
119806,6047227
119806,6049831
119807,6047227
119808,6047227
119809,6047228
