draft_group_id,game_id
138470,6128154
138471,6128154
138472,6127854
138472,6129408
138472,6130026
138472,6130326
138472,6133068
138472,6133428
138473,6127854
138473,6129408
138473,6130026
138473,6130326
138473,6133068
138473,6133428
138474,6127854
138474,6129408
138474,6130026
138474,6130326
138474,6133068
138474,6133428
138475,6127854
138475,6129408
138475,6130026
138475,6130326
138475,6133068
138475,6133428
138476,6127854
138477,6129408
138477,6130326
138478,6129408
138479,6130026
138479,6133068
138479,6133428
138480,6130026
138480,6133068
138480,6133428
138481,6130026
138482,6130026
138483,6130027
