draft_group_id,game_id
136954,6127554
136954,6128568
136954,6128766
136954,6129282
136954,6129816
136954,6130224
136954,6131706
136954,6132900
136955,6127554
136955,6128568
136955,6128766
136955,6129282
136955,6129816
136955,6130224
136955,6131706
136955,6132900
136956,6127554
136956,6128568
136956,6128766
136956,6129282
136956,6129816
136956,6130224
136956,6131706
136956,6132900
136957,6127554
136957,6128568
136957,6128766
136957,6129282
136957,6129816
136957,6130224
136957,6131706
136957,6132900
136958,6130224
136959,6132900
136960,6127554
136960,6129816
136961,6129816
136962,6129282
136962,6130050
136962,6131706
136963,6129282
136963,6130050
136963,6131706
136964,6130050
136965,6130050
136966,6130051
