draft_group_id,game_id
144938,6127626
144938,6128310
144938,6128946
144938,6129972
144938,6132048
144938,6133062
144938,6133350
144939,6127626
144939,6128310
144939,6128946
144939,6129972
144939,6132048
144939,6133062
144939,6133350
144940,6127626
144940,6128310
144940,6128946
144940,6129972
144940,6132048
144940,6133062
144940,6133350
144941,6127626
144941,6128310
144941,6128946
144941,6129972
144941,6132048
144941,6133062
144941,6133350
144943,6133350
144944,6128310
144944,6128946
144944,6132048
144944,6133062
144945,6129564
144945,6129954
144946,6129564
144946,6129954
144947,6129564
144948,6129564
144976,6129972
