draft_group_id,game_id
141878,6128532
141878,6129150
141878,6129558
141878,6131112
141878,6133260
141878,6133746
141878,6133794
141879,6128532
141879,6129150
141879,6129558
141879,6131112
141879,6133260
141879,6133746
141879,6133794
141880,6128532
141880,6129150
141880,6129558
141880,6131112
141880,6133260
141880,6133746
141880,6133794
141881,6128532
141881,6129150
141881,6129558
141881,6131112
141881,6133260
141881,6133746
141881,6133794
141882,6129150
141883,6128532
141883,6129558
141883,6133260
141884,6129558
141885,6133746
141885,6133794
141886,6131112
141887,6129300
141887,6131490
141887,6132474
141888,6129300
141888,6131490
141888,6132474
141889,6129300
141889,6131490
141889,6132474
141890,6132474
141891,6132474
141892,6132475
