draft_group_id,game_id
124343,6044377
124343,6044563
124343,6044743
124343,6047083
124343,6048433
124343,6049765
124522,6044377
124522,6044563
124522,6044743
124522,6047083
124522,6048433
124522,6049765
124523,6044377
124523,6044563
124523,6044743
124523,6047083
124523,6048433
124523,6049765
124524,6044377
124524,6044563
124524,6044743
124524,6047083
124524,6048433
124524,6049765
124525,6048433
124526,6047083
124527,6044377
124527,6049765
124528,6045175
124528,6047455
124529,6047455
124530,6047455
124531,6047456
