draft_group_id,game_id
104338,5957816
104338,5958278
104338,5958932
104339,5957816
104339,5958278
104339,5958932
104340,5957816
104340,5958278
104340,5958932
104341,5958932
104342,5957816
104343,5957816
104344,5955380
104344,5955800
104344,5956826
104344,5957606
104344,5958446
104344,5958992
104344,5959310
104344,5961440
104344,5961698
104345,5955380
104345,5955800
104345,5956826
104345,5957606
104345,5958446
104345,5958992
104345,5959310
104345,5961440
104345,5961698
104346,5955380
104346,5955800
104346,5956826
104346,5957606
104346,5958446
104346,5958992
104346,5959310
104346,5961440
104346,5961698
104347,5958446
104348,5956826
104348,5961698
104349,5961698
104350,5957606
104351,5959994
104351,5961440
104352,5959994
104352,5961440
104353,5959994
104354,5959994
104355,5959995
104356,5959999
