draft_group_id,game_id
102460,5955248
102460,5956682
102460,5956820
102460,5957366
102460,5958830
102460,5959838
102460,5960588
102461,5955248
102461,5956682
102461,5956820
102461,5957366
102461,5958830
102461,5959838
102461,5960588
102462,5955248
102462,5956682
102462,5956820
102462,5957366
102462,5958830
102462,5959838
102462,5960588
102463,5960588
102464,5956820
102464,5959838
102465,5959838
102466,5955248
102466,5956682
102467,5955248
102468,5957366
102468,5958830
102469,5957366
102469,5958830
102470,5958830
102471,5958830
102472,5958831
102473,5958835
