draft_group_id,game_id
120032,6043483
120032,6044221
120032,6045301
120032,6047221
120032,6047965
120032,6049147
120032,6049603
120034,6043483
120034,6044221
120034,6045301
120034,6047221
120034,6047965
120034,6049147
120034,6049603
120035,6043483
120035,6044221
120035,6045301
120035,6047221
120035,6047965
120035,6049147
120035,6049603
120036,6049147
120037,6043483
120037,6049603
120038,6049603
120039,6044221
120039,6045301
120040,6045301
120042,6045302
120124,6043483
120124,6044221
120124,6045301
120124,6047221
120124,6047965
120124,6049147
120124,6049603
120125,6045301
