draft_group_id,game_id
120623,6046639
120623,6048013
120624,6046639
120624,6048013
120625,6048013
120626,6047251
120626,6047653
120626,6047995
120626,6048595
120626,6049525
120627,6047251
120627,6047653
120627,6047995
120627,6048595
120627,6049525
120628,6047251
120628,6047653
120628,6047995
120628,6048595
120628,6049525
120629,6047251
120629,6047653
120629,6047995
120629,6048595
120629,6049525
120630,6048595
120631,6047251
120631,6047653
120631,6047995
120632,6047653
120633,6047653
120634,6047654
