draft_group_id,game_id
96113,5955458
96113,5956328
96113,5957180
96113,5959466
96114,5955458
96114,5956328
96114,5957180
96114,5959466
96115,5955458
96116,5957180
96116,5959466
96117,5959466
96118,5955026
96118,5956046
96118,5957204
96118,5957678
96118,5959190
96119,5955026
96119,5956046
96119,5957204
96119,5957678
96119,5959190
96120,5955026
96120,5956046
96120,5957204
96120,5957678
96120,5959190
96121,5957204
96123,5955026
96124,5957678
96124,5959190
96125,5959190
96126,5959190
96127,5959191
96128,5959195
