draft_group_id,game_id
138223,6127602
138223,6127794
138223,6128802
138223,6129342
138223,6130020
138223,6131166
138223,6131670
138223,6132786
138223,6133128
138224,6127602
138224,6127794
138224,6128802
138224,6129342
138224,6130020
138224,6131166
138224,6131670
138224,6132786
138224,6133128
138225,6127602
138225,6127794
138225,6128802
138225,6129342
138225,6130020
138225,6131166
138225,6131670
138225,6132786
138225,6133128
138226,6127602
138226,6127794
138226,6128802
138226,6129342
138226,6130020
138226,6131166
138226,6131670
138226,6132786
138226,6133128
138227,6128802
138228,6127794
138228,6133128
138229,6127602
138229,6130020
138229,6131166
138229,6132786
138230,6127602
138230,6130020
138230,6131166
138230,6132786
138231,6130020
138232,6130020
138233,6130021
138317,6133128
