draft_group_id,game_id
137266,6127164
137266,6127170
137266,6127182
137266,6127194
137266,6127206
137266,6127218
137266,6127230
137266,6127236
137267,6127164
137267,6127170
137267,6127182
137267,6127194
137267,6127206
137267,6127218
137267,6127230
137267,6127236
137268,6127164
137268,6127170
137268,6127182
137268,6127194
137268,6127206
137268,6127218
137268,6127230
137268,6127236
137269,6127164
137269,6127170
137269,6127182
137269,6127194
137269,6127206
137269,6127218
137269,6127230
137269,6127236
137270,6127164
137271,6127182
137272,6127194
137272,6127206
137272,6127218
137272,6127230
137273,6127236
137273,6127248
137274,6127236
137274,6127248
137275,6127248
137276,6127248
137277,6127249
