draft_group_id,game_id
100344,5955728
100344,5956088
100344,5956562
100344,5956634
100344,5957558
100344,5959706
100344,5961170
100344,5961794
100344,5962028
100345,5955728
100345,5956088
100345,5956562
100345,5956634
100345,5957558
100345,5959706
100345,5961170
100345,5961794
100345,5962028
100346,5955728
100346,5956088
100346,5956562
100346,5956634
100346,5957558
100346,5959706
100346,5961170
100346,5961794
100346,5962028
100347,5962028
100348,5955728
100348,5957558
100349,5957558
100350,5956562
100351,5956562
100351,5956634
100351,5956658
100351,5959706
100351,5961170
100351,5961794
100352,5956658
100353,5956658
100354,5956659
100355,5956663
