draft_group_id,game_id
92190,5954924
92190,5954966
92190,5954972
92190,5955404
92190,5955410
92190,5955428
92190,5955842
92190,5955962
92190,5955968
92190,5955974
92190,5955980
92190,5956334
92190,5956364
92190,5956958
92190,5956970
92190,5957024
92190,5957096
92190,5957600
92190,5957864
92190,5957906
92190,5957990
92190,5958014
92190,5958026
92190,5958494
92190,5958986
92190,5959076
92190,5959304
92190,5959328
92190,5959346
92190,5959370
92190,5959388
92190,5960054
92190,5960120
92190,5960672
92190,5960762
92190,5960948
92190,5961350
92190,5961356
92190,5961566
92190,5961884
93404,5955980
93404,5960762
93406,5955980
93406,5960762
93407,5955980
93407,5960762
93408,5955980
93409,5960762
93410,5960762
93411,5960763
93412,5960767
