draft_group_id,game_id
83752,5899038
83753,5899038
83755,5895426
83755,5896602
83755,5897460
83755,5897856
83755,5897988
83755,5900076
83755,5900376
83755,5900772
83755,5903467
83756,5895426
83756,5896602
83756,5897460
83756,5897856
83756,5897988
83756,5900076
83756,5900376
83756,5900772
83756,5903467
83757,5896602
83758,5897856
83760,5897460
83760,5900376
83761,5897460
83762,5897988
83762,5900076
83762,5903467
83763,5903467
83764,5903467
83765,5903468
83766,5903472
83767,5900076
83893,5895426
83893,5896602
83893,5897460
83893,5897856
83893,5897988
83893,5900076
83893,5900376
83893,5900772
83893,5903467
