draft_group_id,game_id
94448,5954966
94448,5955404
94448,5955962
94448,5955968
94448,5956334
94448,5957024
94448,5957864
94448,5957990
94448,5958986
94448,5959304
94448,5960054
94448,5960120
94681,5954966
94681,5955404
94681,5955962
94681,5955968
94681,5956334
94681,5957024
94681,5957864
94681,5957990
94681,5958986
94681,5959304
94681,5960054
94681,5960120
94682,5954966
94682,5955404
94682,5955962
94682,5955968
94682,5956334
94682,5957024
94682,5957864
94682,5957990
94682,5958986
94682,5959304
94682,5960054
94682,5960120
94683,5960120
94684,5955404
94684,5955968
94684,5960054
94685,5955404
94686,5955962
94686,5959304
94687,5959304
94688,5954966
94689,5956334
94689,5957990
94690,5956334
94690,5957990
94691,5957990
94692,5957990
94693,5957991
94694,5957995
94734,5956334
