draft_group_id,game_id
118724,6066655
118725,6066655
118726,6066661
118726,6066667
118726,6066673
118726,6066679
118726,6067067
118726,6067073
118727,6066661
118727,6066667
118727,6066673
118727,6066679
118727,6067067
118727,6067073
118728,6066661
118728,6066667
118728,6066673
118728,6066679
118728,6067067
118728,6067073
118729,6066661
118729,6066667
118729,6066673
118729,6066679
118729,6067067
118729,6067073
118730,6066661
118731,6066667
118732,6066679
118732,6067073
118733,6066679
118734,6066679
118735,6066680
118880,6066673
