draft_group_id,game_id
136893,6127482
136893,6127698
136893,6129114
136893,6130074
136893,6132180
136893,6132882
136894,6127482
136894,6127698
136894,6129114
136894,6130074
136894,6132180
136894,6132882
136895,6127482
136895,6127698
136895,6129114
136895,6130074
136895,6132180
136895,6132882
136896,6127482
136896,6127698
136896,6129114
136896,6130074
136896,6132180
136896,6132882
136897,6127482
136898,6132180
136899,6129114
136899,6130074
136899,6132882
136900,6129984
136900,6130764
136901,6129984
136901,6130764
136902,6129984
136903,6129984
136904,6129985
136927,6127698
