draft_group_id,game_id
101652,5955302
101652,5955698
101652,5956754
101652,5958848
101652,5960876
101652,5961224
101652,5962052
101654,5955302
101654,5955698
101654,5956754
101654,5958848
101654,5960876
101654,5961224
101654,5962052
101656,5955302
101656,5955698
101656,5956754
101656,5958848
101656,5960876
101656,5961224
101656,5962052
101657,5958848
101658,5955302
101658,5955698
101659,5955302
101660,5956754
101660,5960876
101660,5961224
101662,5961224
101664,5960036
101665,5958590
101665,5960036
101666,5958590
101666,5960036
101667,5958590
101668,5958590
101669,5958591
101670,5958595
