draft_group_id,game_id
102309,5958800
102310,5958800
102312,5955830
102312,5957342
102312,5959220
102312,5959820
102312,5960336
102312,5960558
102312,5960582
102313,5955830
102313,5957342
102313,5959220
102313,5959820
102313,5960336
102313,5960558
102313,5960582
102315,5955830
102315,5957342
102315,5959220
102315,5959820
102315,5960336
102315,5960558
102315,5960582
102317,5959220
102318,5960582
102319,5959820
102319,5959832
102319,5960336
102319,5960582
102320,5959832
102321,5959832
102322,5959833
102323,5959837
