draft_group_id,game_id
97830,5955032
97830,5955512
97830,5955926
97830,5956124
97830,5956460
97830,5958152
97830,5958482
97830,5958644
97831,5955032
97831,5955512
97831,5955926
97831,5956124
97831,5956460
97831,5958152
97831,5958482
97831,5958644
97832,5955032
97832,5955512
97832,5955926
97832,5956124
97832,5956460
97832,5958152
97832,5958482
97832,5958644
97833,5958482
97834,5955032
97834,5955512
97834,5956460
97835,5956460
97836,5956124
97836,5958152
97837,5958152
97838,5958152
97839,5958153
97840,5958157
