draft_group_id,game_id
116314,6043177
116314,6043627
116314,6043855
116314,6044467
116314,6045427
116314,6045553
116314,6047683
116315,6043177
116315,6043627
116315,6043855
116315,6044467
116315,6045427
116315,6045553
116315,6047683
116316,6043177
116316,6043627
116316,6043855
116316,6044467
116316,6045427
116316,6045553
116316,6047683
116317,6043177
116317,6043627
116317,6043855
116317,6044467
116317,6045427
116317,6045553
116317,6047683
116318,6044467
116319,6043177
116319,6043627
116319,6045427
116320,6045427
116321,6047683
116322,6047659
116322,6049567
116323,6047659
116323,6049567
116324,6047659
116325,6047659
116326,6047660
