draft_group_id,game_id
121418,6043981
121418,6044947
121418,6045325
121418,6045745
121418,6046027
121418,6049615
121418,6049675
121418,6049885
121419,6043981
121419,6044947
121419,6045325
121419,6045745
121419,6046027
121419,6049615
121419,6049675
121419,6049885
121420,6043981
121420,6044947
121420,6045325
121420,6045745
121420,6046027
121420,6049615
121420,6049675
121420,6049885
121421,6043981
121421,6044947
121421,6045325
121421,6045745
121421,6046027
121421,6049615
121421,6049675
121421,6049885
121422,6045745
121423,6049675
121424,6046027
121424,6049615
121424,6049885
121425,6049615
121426,6044947
121426,6045325
121427,6045325
121428,6046393
121428,6048085
121429,6046393
121429,6048085
121430,6046393
121431,6046393
121432,6046394
