draft_group_id,game_id
100028,5962016
100029,5962016
100030,5956610
100030,5956904
100030,5960468
100031,5956610
100031,5956904
100031,5960468
100032,5956610
100032,5956904
100032,5960468
100033,5960468
100034,5956610
100035,5956904
100036,5955170
100036,5956574
100036,5957684
100036,5958626
100036,5961290
100036,5961542
100037,5955170
100037,5956574
100037,5957684
100037,5958626
100037,5961290
100037,5961542
100038,5955170
100038,5956574
100038,5957684
100038,5958626
100038,5961290
100038,5961542
100039,5955170
100040,5961542
100041,5961290
100042,5956574
100042,5957684
100042,5961290
100043,5957684
100044,5957684
100045,5957685
100046,5957689
