draft_group_id,game_id
117518,6042799
117518,6042805
117518,6042811
117518,6042817
117518,6042823
117518,6042829
117518,6042835
117518,6042841
117520,6042799
117520,6042805
117520,6042811
117520,6042817
117520,6042823
117520,6042829
117520,6042835
117520,6042841
117521,6042799
117521,6042805
117521,6042811
117521,6042817
117521,6042823
117521,6042829
117521,6042835
117521,6042841
117522,6042799
117522,6042805
117522,6042811
117522,6042817
117522,6042823
117522,6042829
117522,6042835
117522,6042841
117523,6042799
117524,6042829
117525,6042811
117525,6042817
117525,6042823
117526,6042811
117527,6042835
117528,6042835
117528,6042841
117529,6042835
117529,6042841
117530,6042841
117531,6042841
117532,6042842
