draft_group_id,game_id
141564,6127518
141564,6128460
141564,6130266
141564,6130566
141564,6131988
141564,6132876
141564,6133254
141564,6133956
141565,6127518
141565,6128460
141565,6130266
141565,6130566
141565,6131988
141565,6132876
141565,6133254
141565,6133956
141566,6127518
141566,6128460
141566,6130266
141566,6130566
141566,6131988
141566,6132876
141566,6133254
141566,6133956
141567,6127518
141567,6128460
141567,6130266
141567,6130566
141567,6131988
141567,6132876
141567,6133254
141567,6133956
141568,6130566
141569,6128460
141569,6133254
141570,6128460
141571,6130266
141571,6132876
141571,6133956
141572,6130266
141573,6129264
141573,6131466
141574,6129264
141574,6131466
141575,6129264
141575,6131466
141576,6131466
141577,6131466
