draft_group_id,game_id
84930,5895342
84930,5895552
84930,5898792
84930,5899668
84931,5895342
84931,5895552
84931,5898792
84931,5899668
84932,5895342
84932,5895552
84932,5898792
84932,5899668
84933,5895552
84934,5895342
84934,5898792
84934,5899668
84935,5895342
84936,5896410
84936,5896560
84936,5896644
84936,5897400
84936,5898078
84936,5898384
84936,5898834
84936,5900418
84936,5903845
84937,5896410
84937,5896560
84937,5896644
84937,5897400
84937,5898078
84937,5898384
84937,5898834
84937,5900418
84937,5903845
84938,5896410
84938,5896560
84938,5896644
84938,5897400
84938,5898078
84938,5898384
84938,5898834
84938,5900418
84938,5903845
84939,5898078
84940,5897400
84940,5900418
84941,5897400
84942,5896410
84942,5898384
84942,5898834
84943,5896410
84943,5898384
84943,5898834
84944,5898834
84945,5898834
84946,5898835
84947,5898839
