draft_group_id,game_id
100427,5956100
100427,5962034
100428,5956100
100428,5962034
100429,5956100
100429,5962034
100430,5962034
100431,5956100
100432,5955182
100432,5955254
100432,5956670
100432,5958674
100432,5959718
100432,5960462
100432,5961176
100433,5955182
100433,5955254
100433,5956670
100433,5958674
100433,5959718
100433,5960462
100433,5961176
100434,5955182
100434,5955254
100434,5956670
100434,5958674
100434,5959718
100434,5960462
100434,5961176
100435,5955254
100436,5959718
100436,5961176
100437,5959718
100438,5955182
100438,5956670
100439,5956670
100440,5956670
100441,5956671
100442,5956675
