competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5937929,True,False,MIA,NYK,MIA @ NYK,NBA,2023-05-02 23:30:00+00:00,Madison Square Garden
5938122,True,False,LAL,GSW,LAL @ GSW,NBA,2023-05-03 02:00:00+00:00,Chase Center
5938123,True,False,LAL,GSW,LAL @ GSW,NBA,2023-05-03 03:00:00+00:00,Chase Center
5938127,True,False,LAL,GSW,LAL @ GSW,NBA,2023-05-03 03:20:00+00:00,Chase Center
5938129,True,False,LAL,GSW,LAL @ GSW,NBA,2023-05-05 01:00:00+00:00,Chase Center
5938135,True,False,GSW,LAL,GSW @ LAL,NBA,2023-05-07 00:30:00+00:00,Staples Center
5938141,True,False,GSW,LAL,GSW @ LAL,NBA,2023-05-09 02:00:00+00:00,Staples Center
5938147,True,False,LAL,GSW,LAL @ GSW,NBA,2023-05-10 17:00:00+00:00,Chase Center
5938153,True,False,GSW,LAL,GSW @ LAL,NBA,2023-05-12 17:00:00+00:00,Staples Center
5938159,True,False,LAL,GSW,LAL @ GSW,NBA,2023-05-14 17:00:00+00:00,Chase Center
