competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5896524,True,False,HOU,NYK,HOU @ NYK,NBA,2023-03-27 23:30:00+00:00,Madison Square Garden
5898726,True,False,PHI,DEN,PHI @ DEN,NBA,2023-03-28 01:30:00+00:00,Pepsi Center
5899164,True,False,CHI,LAC,CHI @ LAC,NBA,2023-03-28 02:30:00+00:00,Staples Center
5899165,True,False,CHI,LAC,CHI @ LAC,NBA,2023-03-28 03:30:00+00:00,Staples Center
5899169,True,False,CHI,LAC,CHI @ LAC,NBA,2023-03-28 03:50:00+00:00,Staples Center
5899542,True,False,DAL,IND,DAL @ IND,NBA,2023-03-27 23:00:00+00:00,Bankers Life Fieldhouse
5899848,True,False,PHX,UTA,PHX @ UTA,NBA,2023-03-28 01:00:00+00:00,EnergySolutions Arena
5900808,True,False,MIL,DET,MIL @ DET,NBA,2023-03-27 23:00:00+00:00,Little Caesars Arena
5903833,True,False,MIN,SAC,MIN @ SAC,NBA,2023-03-28 02:00:00+00:00,Golden 1 Center
5903983,True,False,NOP,POR,NOP @ POR,NBA,2023-03-28 02:00:00+00:00,Moda Center at the Rose Quarter
