competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5898210,True,True,PHX,MIL,PHX @ MIL,NBA,2023-02-26 18:00:00+00:00,Fiserv Forum
5897742,True,True,BKN,ATL,BKN @ ATL,NBA,2023-02-26 20:00:00+00:00,Philips Arena
5895198,True,True,WAS,CHI,WAS @ CHI,NBA,2023-02-26 20:30:00+00:00,United Center
5897250,True,True,LAL,DAL,LAL @ DAL,NBA,2023-02-26 20:30:00+00:00,American Airlines Center
5896230,True,True,TOR,CLE,TOR @ CLE,NBA,2023-02-26 23:00:00+00:00,Quicken Loans Arena
5897214,True,True,SAC,OKC,SAC @ OKC,NBA,2023-02-27 00:00:00+00:00,Chesapeake Energy Arena
5900052,True,True,MIN,GSW,MIN @ GSW,NBA,2023-02-27 00:30:00+00:00,Chase Center
5903941,True,True,HOU,POR,HOU @ POR,NBA,2023-02-27 02:00:00+00:00,Moda Center at the Rose Quarter
5898570,True,True,LAC,DEN,LAC @ DEN,NBA,2023-02-27 03:00:00+00:00,Pepsi Center
5898571,True,False,LAC,DEN,LAC @ DEN,NBA,2023-02-27 04:25:00+00:00,Pepsi Center
5898575,True,False,LAC,DEN,LAC @ DEN,NBA,2023-02-27 04:59:00+00:00,Pepsi Center
