competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5941713,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-17 00:30:00+00:00,Pepsi Center
5941714,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-17 01:30:00+00:00,Pepsi Center
5941718,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-17 01:50:00+00:00,Pepsi Center
5941719,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-19 00:30:00+00:00,Pepsi Center
5941725,True,False,DEN,LAL,DEN @ LAL,NBA,2023-05-21 00:30:00+00:00,Staples Center
5941731,True,False,DEN,LAL,DEN @ LAL,NBA,2023-05-23 00:30:00+00:00,Staples Center
5941737,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-25 00:30:00+00:00,Pepsi Center
5941743,True,False,DEN,LAL,DEN @ LAL,NBA,2023-05-27 00:30:00+00:00,Staples Center
5941749,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-29 00:30:00+00:00,Pepsi Center
5941821,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-18 00:30:00+00:00,TD Garden
