competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5895276,True,False,SAS,BOS,SAS @ BOS,NBA,2023-03-26 22:00:00+00:00,TD Garden
5895516,True,False,DAL,CHA,DAL @ CHA,NBA,2023-03-26 17:00:00+00:00,Time Warner Cable Arena
5896362,True,False,HOU,CLE,HOU @ CLE,NBA,2023-03-26 22:00:00+00:00,Quicken Loans Arena
5896638,True,False,BKN,ORL,BKN @ ORL,NBA,2023-03-26 22:00:00+00:00,Amway Center
5896734,True,False,WAS,TOR,WAS @ TOR,NBA,2023-03-26 22:00:00+00:00,Air Canada Centre
5898012,True,False,MEM,ATL,MEM @ ATL,NBA,2023-03-26 22:00:00+00:00,Philips Arena
5900094,True,False,MIN,GSW,MIN @ GSW,NBA,2023-03-27 00:30:00+00:00,Chase Center
5900095,True,False,MIN,GSW,MIN @ GSW,NBA,2023-03-27 01:30:00+00:00,Chase Center
5900099,True,False,MIN,GSW,MIN @ GSW,NBA,2023-03-27 01:50:00+00:00,Chase Center
5903005,True,False,CHI,LAL,CHI @ LAL,NBA,2023-03-26 19:30:00+00:00,Staples Center
5903977,True,False,OKC,POR,OKC @ POR,NBA,2023-03-26 23:00:00+00:00,Moda Center at the Rose Quarter
