competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5896620,True,True,CHI,TOR,CHI @ TOR,NBA,2023-03-01 00:30:00+00:00,Air Canada Centre
5897238,True,True,SAC,OKC,SAC @ OKC,NBA,2023-03-01 01:00:00+00:00,Chesapeake Energy Arena
5897292,True,True,IND,DAL,IND @ DAL,NBA,2023-03-01 01:30:00+00:00,American Airlines Center
5897430,True,True,LAL,MEM,LAL @ MEM,NBA,2023-03-01 00:30:00+00:00,FedExForum
5897820,True,True,WAS,ATL,WAS @ ATL,NBA,2023-03-01 00:30:00+00:00,Philips Arena
5898996,True,True,MIN,LAC,MIN @ LAC,NBA,2023-03-01 03:00:00+00:00,Staples Center
5898997,True,False,MIN,LAC,MIN @ LAC,NBA,2023-03-01 04:25:00+00:00,Staples Center
5899001,True,False,MIN,LAC,MIN @ LAC,NBA,2023-03-01 04:52:00+00:00,Staples Center
5899590,True,True,MIL,BKN,MIL @ BKN,NBA,2023-03-01 00:30:00+00:00,Barclays Center
5899818,True,True,SAS,UTA,SAS @ UTA,NBA,2023-03-01 02:00:00+00:00,EnergySolutions Arena
5900058,True,True,POR,GSW,POR @ GSW,NBA,2023-03-01 03:00:00+00:00,Chase Center
5900352,True,True,DEN,HOU,DEN @ HOU,NBA,2023-03-01 01:00:00+00:00,Toyota Center
