competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5897340,True,False,PHX,OKC,PHX @ OKC,NBA,2023-03-19 19:30:00+00:00,Chesapeake Energy Arena
5898324,True,False,TOR,MIL,TOR @ MIL,NBA,2023-03-20 00:00:00+00:00,Fiserv Forum
5899620,True,False,DEN,BKN,DEN @ BKN,NBA,2023-03-19 19:30:00+00:00,Barclays Center
5900400,True,False,NOP,HOU,NOP @ HOU,NBA,2023-03-19 23:00:00+00:00,Toyota Center
5900790,True,False,MIA,DET,MIA @ DET,NBA,2023-03-19 22:00:00+00:00,Little Caesars Arena
5902987,True,False,ORL,LAL,ORL @ LAL,NBA,2023-03-20 01:30:00+00:00,Staples Center
5902988,True,False,ORL,LAL,ORL @ LAL,NBA,2023-03-20 02:30:00+00:00,Staples Center
5902992,True,False,ORL,LAL,ORL @ LAL,NBA,2023-03-20 02:50:00+00:00,Staples Center
5903431,True,False,ATL,SAS,ATL @ SAS,NBA,2023-03-19 20:00:00+00:00,AT&T Center
5903965,True,False,LAC,POR,LAC @ POR,NBA,2023-03-20 01:00:00+00:00,Moda Center at the Rose Quarter
