competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5895480,True,False,PHI,CHA,PHI @ CHA,NBA,2023-03-17 23:00:00+00:00,Time Warner Cable Arena
5896350,True,False,WAS,CLE,WAS @ CLE,NBA,2023-03-17 23:30:00+00:00,Quicken Loans Arena
5897916,True,False,GSW,ATL,GSW @ ATL,NBA,2023-03-17 23:30:00+00:00,Philips Arena
5895270,True,False,MIN,CHI,MIN @ CHI,NBA,2023-03-18 00:00:00+00:00,United Center
5900394,True,False,NOP,HOU,NOP @ HOU,NBA,2023-03-18 00:00:00+00:00,Toyota Center
5903425,True,False,MEM,SAS,MEM @ SAS,NBA,2023-03-18 00:00:00+00:00,AT&T Center
5903959,True,False,BOS,POR,BOS @ POR,NBA,2023-03-18 02:00:00+00:00,Moda Center at the Rose Quarter
5902981,True,False,DAL,LAL,DAL @ LAL,NBA,2023-03-18 02:30:00+00:00,Staples Center
5902982,True,False,DAL,LAL,DAL @ LAL,NBA,2023-03-18 03:30:00+00:00,Staples Center
5902986,True,False,DAL,LAL,DAL @ LAL,NBA,2023-03-18 03:50:00+00:00,Staples Center
