competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5895216,True,False,BKN,BOS,BKN @ BOS,NBA,2023-03-04 00:30:00+00:00,TD Garden
5895234,True,False,PHX,CHI,PHX @ CHI,NBA,2023-03-04 01:00:00+00:00,United Center
5895414,True,False,ORL,CHA,ORL @ CHA,NBA,2023-03-04 00:00:00+00:00,Time Warner Cable Arena
5895804,True,False,NYK,MIA,NYK @ MIA,NBA,2023-03-04 01:00:00+00:00,AmericanAirlines Arena
5897268,True,False,UTA,OKC,UTA @ OKC,NBA,2023-03-04 01:00:00+00:00,Chesapeake Energy Arena
5897844,True,False,POR,ATL,POR @ ATL,NBA,2023-03-04 00:30:00+00:00,Philips Arena
5898588,True,False,MEM,DEN,MEM @ DEN,NBA,2023-03-04 03:00:00+00:00,Pepsi Center
5900070,True,False,NOP,GSW,NOP @ GSW,NBA,2023-03-04 03:00:00+00:00,Chase Center
5902951,True,False,MIN,LAL,MIN @ LAL,NBA,2023-03-04 03:30:00+00:00,Staples Center
5902952,True,False,MIN,LAL,MIN @ LAL,NBA,2023-03-04 04:30:00+00:00,Staples Center
5902956,True,False,MIN,LAL,MIN @ LAL,NBA,2023-03-04 04:50:00+00:00,Staples Center
5903773,True,False,LAC,SAC,LAC @ SAC,NBA,2023-03-04 03:00:00+00:00,Golden 1 Center
