competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5941719,True,False,LAL,DEN,LAL @ DEN,NBA,2023-05-19 00:30:00+00:00,Pepsi Center
5941821,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-18 00:30:00+00:00,TD Garden
5941822,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-18 01:30:00+00:00,TD Garden
5941826,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-18 01:50:00+00:00,TD Garden
5941828,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-20 00:30:00+00:00,TD Garden
5941834,True,False,BOS,MIA,BOS @ MIA,NBA,2023-05-22 00:30:00+00:00,AmericanAirlines Arena
5941840,True,False,BOS,MIA,BOS @ MIA,NBA,2023-05-24 00:30:00+00:00,AmericanAirlines Arena
5941846,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-26 00:30:00+00:00,TD Garden
5941852,True,False,BOS,MIA,BOS @ MIA,NBA,2023-05-28 00:30:00+00:00,AmericanAirlines Arena
5941858,True,False,MIA,BOS,MIA @ BOS,NBA,2023-05-30 00:30:00+00:00,TD Garden
