competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5898977,True,False,SAC,LAC,SAC @ LAC,NBA,2023-02-25 05:23:00+00:00,Staples Center
5900748,True,True,TOR,DET,TOR @ DET,NBA,2023-02-25 17:00:00+00:00,Little Caesars Arena
5895384,True,True,MIA,CHA,MIA @ CHA,NBA,2023-02-26 00:00:00+00:00,Time Warner Cable Arena
5896530,True,True,IND,ORL,IND @ ORL,NBA,2023-02-26 00:00:00+00:00,Amway Center
5896422,True,True,NOP,NYK,NOP @ NYK,NBA,2023-02-26 00:30:00+00:00,Madison Square Garden
5897418,True,True,DEN,MEM,DEN @ MEM,NBA,2023-02-26 01:00:00+00:00,FedExForum
5900712,True,True,BOS,PHI,BOS @ PHI,NBA,2023-02-26 01:30:00+00:00,Wells Fargo Center
5899812,True,True,SAS,UTA,SAS @ UTA,NBA,2023-02-26 02:00:00+00:00,EnergySolutions Arena
5899813,True,False,SAS,UTA,SAS @ UTA,NBA,2023-02-26 03:19:00+00:00,EnergySolutions Arena
5899817,True,False,SAS,UTA,SAS @ UTA,NBA,2023-02-26 03:44:00+00:00,EnergySolutions Arena
