competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5895222,True,False,NYK,BOS,NYK @ BOS,NBA,2023-03-06 00:30:00+00:00,TD Garden
5895240,True,False,IND,CHI,IND @ CHI,NBA,2023-03-05 20:30:00+00:00,United Center
5896554,True,False,POR,ORL,POR @ ORL,NBA,2023-03-05 23:00:00+00:00,Amway Center
5897286,True,False,UTA,OKC,UTA @ OKC,NBA,2023-03-06 00:00:00+00:00,Chesapeake Energy Arena
5897346,True,False,PHX,DAL,PHX @ DAL,NBA,2023-03-05 18:00:00+00:00,American Airlines Center
5899014,True,False,MEM,LAC,MEM @ LAC,NBA,2023-03-06 03:00:00+00:00,Staples Center
5899015,True,False,MEM,LAC,MEM @ LAC,NBA,2023-03-06 04:00:00+00:00,Staples Center
5899019,True,False,MEM,LAC,MEM @ LAC,NBA,2023-03-06 04:20:00+00:00,Staples Center
5899086,True,False,MIL,WAS,MIL @ WAS,NBA,2023-03-06 00:30:00+00:00,Verizon Center
5899602,True,False,CHA,BKN,CHA @ BKN,NBA,2023-03-05 23:00:00+00:00,Barclays Center
5900364,True,False,SAS,HOU,SAS @ HOU,NBA,2023-03-06 00:00:00+00:00,Toyota Center
5902957,True,False,GSW,LAL,GSW @ LAL,NBA,2023-03-05 20:30:00+00:00,Staples Center
