competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5896470,True,False,CHA,NYK,CHA @ NYK,NBA,2023-03-08 00:30:00+00:00,Madison Square Garden
5896572,True,False,MIL,ORL,MIL @ ORL,NBA,2023-03-08 00:00:00+00:00,Amway Center
5897304,True,False,GSW,OKC,GSW @ OKC,NBA,2023-03-08 01:00:00+00:00,Chesapeake Energy Arena
5897382,True,False,UTA,DAL,UTA @ DAL,NBA,2023-03-08 01:30:00+00:00,American Airlines Center
5898684,True,False,PHI,MIN,PHI @ MIN,NBA,2023-03-08 00:30:00+00:00,Target Center
5900370,True,False,BKN,HOU,BKN @ HOU,NBA,2023-03-08 01:00:00+00:00,Toyota Center
5902963,True,False,MEM,LAL,MEM @ LAL,NBA,2023-03-08 03:00:00+00:00,Staples Center
5902964,True,False,MEM,LAL,MEM @ LAL,NBA,2023-03-08 04:00:00+00:00,Staples Center
5902968,True,False,MEM,LAL,MEM @ LAL,NBA,2023-03-08 04:20:00+00:00,Staples Center
5929394,True,False,WAS,DET,WAS @ DET,NBA,2023-03-08 00:00:00+00:00,Little Caesars Arena
