competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5899146,True,False,DET,WAS,DET @ WAS,NBA,2023-03-14 23:00:00+00:00,Verizon Center
5895468,True,False,CLE,CHA,CLE @ CHA,NBA,2023-03-14 23:00:00+00:00,Time Warner Cable Arena
5896650,True,False,DEN,TOR,DEN @ TOR,NBA,2023-03-14 23:30:00+00:00,Air Canada Centre
5897316,True,False,BKN,OKC,BKN @ OKC,NBA,2023-03-15 00:00:00+00:00,Chesapeake Energy Arena
5898018,True,False,LAL,NOP,LAL @ NOP,NBA,2023-03-15 00:00:00+00:00,New Orleans Arena
5903407,True,False,ORL,SAS,ORL @ SAS,NBA,2023-03-15 00:00:00+00:00,AT&T Center
5903485,True,False,MIL,PHX,MIL @ PHX,NBA,2023-03-15 02:00:00+00:00,US Airways Center
5903953,True,False,NYK,POR,NYK @ POR,NBA,2023-03-15 02:00:00+00:00,Moda Center at the Rose Quarter
5903486,True,False,MIL,PHX,MIL @ PHX,NBA,2023-03-15 03:00:00+00:00,US Airways Center
5903490,True,False,MIL,PHX,MIL @ PHX,NBA,2023-03-15 03:20:00+00:00,US Airways Center
