competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043219,True,False,DEN,ATL,DEN @ ATL,NBA,2024-12-08 23:00:00+00:00,Philips Arena
6043663,True,False,MIL,BKN,MIL @ BKN,NBA,2024-12-08 20:30:00+00:00,Barclays Center
6044167,True,False,PHI,CHI,PHI @ CHI,NBA,2024-12-08 18:00:00+00:00,United Center
6044215,True,False,MEM,WAS,MEM @ WAS,NBA,2024-12-09 00:00:00+00:00,Verizon Center
6046171,True,False,MIN,GSW,MIN @ GSW,NBA,2024-12-09 01:30:00+00:00,Chase Center
6046279,True,False,NOP,SAS,NOP @ SAS,NBA,2024-12-09 00:00:00+00:00,AT&T Center
6046495,True,False,CLE,MIA,CLE @ MIA,NBA,2024-12-08 23:00:00+00:00,AmericanAirlines Arena
6047059,True,False,UTA,SAC,UTA @ SAC,NBA,2024-12-09 02:00:00+00:00,Golden 1 Center
6047155,True,False,CHA,IND,CHA @ IND,NBA,2024-12-08 22:00:00+00:00,Bankers Life Fieldhouse
6047587,True,False,HOU,LAC,HOU @ LAC,NBA,2024-12-09 02:00:00+00:00,Intuit Dome
6047743,True,False,PHX,ORL,PHX @ ORL,NBA,2024-12-08 23:30:00+00:00,Amway Center
6048313,True,False,POR,LAL,POR @ LAL,NBA,2024-12-09 02:30:00+00:00,Staples Center
6048314,True,False,POR,LAL,POR @ LAL,NBA,2024-12-09 03:30:00+00:00,Staples Center
