competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043591,True,False,PHX,BOS,PHX @ BOS,NBA,2025-04-04 23:30:00+00:00,TD Garden
6044053,True,False,SAC,CHA,SAC @ CHA,NBA,2025-04-04 23:00:00+00:00,Time Warner Cable Arena
6044407,True,False,POR,CHI,POR @ CHI,NBA,2025-04-05 00:00:00+00:00,United Center
6046015,True,False,DET,TOR,DET @ TOR,NBA,2025-04-04 23:30:00+00:00,Air Canada Centre
6046489,True,False,DEN,GSW,DEN @ GSW,NBA,2025-04-05 02:00:00+00:00,Chase Center
6046831,True,False,CLE,SAS,CLE @ SAS,NBA,2025-04-05 00:00:00+00:00,AT&T Center
6047017,True,False,OKC,HOU,OKC @ HOU,NBA,2025-04-05 00:00:00+00:00,Toyota Center
6047437,True,False,UTA,IND,UTA @ IND,NBA,2025-04-04 23:00:00+00:00,Bankers Life Fieldhouse
6047977,True,False,DAL,LAC,DAL @ LAC,NBA,2025-04-05 02:30:00+00:00,Intuit Dome
6048733,True,False,NOP,LAL,NOP @ LAL,NBA,2025-04-05 02:30:00+00:00,Staples Center
6048734,True,False,NOP,LAL,NOP @ LAL,NBA,2025-04-05 03:30:00+00:00,Staples Center
