competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955470,True,False,CHI,TOR,CHI @ TOR,NBA,2023-11-25 00:30:00+00:00,Air Canada Centre
5956070,True,False,PHX,MEM,PHX @ MEM,NBA,2023-11-24 22:00:00+00:00,FedExForum
5957234,True,False,DET,IND,DET @ IND,NBA,2023-11-25 01:00:00+00:00,Bankers Life Fieldhouse
5958110,True,False,NOP,LAC,NOP @ LAC,NBA,2023-11-25 03:30:00+00:00,Staples Center
5958111,True,False,NOP,LAC,NOP @ LAC,NBA,2023-11-25 04:30:00+00:00,Staples Center
5958115,True,False,NOP,LAC,NOP @ LAC,NBA,2023-11-25 04:50:00+00:00,Staples Center
5959046,True,False,BOS,ORL,BOS @ ORL,NBA,2023-11-24 19:30:00+00:00,Amway Center
5960192,True,False,MIA,NYK,MIA @ NYK,NBA,2023-11-25 00:30:00+00:00,Madison Square Garden
5960990,True,False,SAS,GSW,SAS @ GSW,NBA,2023-11-25 03:00:00+00:00,Chase Center
5961038,True,False,SAC,MIN,SAC @ MIN,NBA,2023-11-25 01:00:00+00:00,Target Center
5961422,True,False,WAS,MIL,WAS @ MIL,NBA,2023-11-25 01:00:00+00:00,Fiserv Forum
5961662,True,False,DEN,HOU,DEN @ HOU,NBA,2023-11-25 01:00:00+00:00,Toyota Center
