competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955836,True,False,CHA,ATL,CHA @ ATL,NBA,2024-03-23 23:30:00+00:00,Philips Arena
5956220,True,False,TOR,WAS,TOR @ WAS,NBA,2024-03-24 00:00:00+00:00,Verizon Center
5956778,True,False,PHX,SAS,PHX @ SAS,NBA,2024-03-24 00:00:00+00:00,AT&T Center
5957978,True,False,DEN,POR,DEN @ POR,NBA,2024-03-24 02:00:00+00:00,Moda Center at the Rose Quarter
5957979,True,False,DEN,POR,DEN @ POR,NBA,2024-03-24 03:00:00+00:00,Moda Center at the Rose Quarter
5957983,True,False,DEN,POR,DEN @ POR,NBA,2024-03-24 03:20:00+00:00,Moda Center at the Rose Quarter
5959268,True,False,SAC,ORL,SAC @ ORL,NBA,2024-03-23 23:00:00+00:00,Amway Center
5960102,True,False,BOS,CHI,BOS @ CHI,NBA,2024-03-24 00:00:00+00:00,United Center
5960594,True,False,BKN,NYK,BKN @ NYK,NBA,2024-03-23 17:00:00+00:00,Madison Square Garden
5961848,True,False,UTA,HOU,UTA @ HOU,NBA,2024-03-24 00:00:00+00:00,Toyota Center
