competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6127164,True,False,MIA,NYK,MIA @ NYK,NBA,2025-11-15 00:00:00+00:00,Madison Square Garden
6127170,True,False,BKN,ORL,BKN @ ORL,NBA,2025-11-15 00:00:00+00:00,Amway Center
6127182,True,False,PHI,DET,PHI @ DET,NBA,2025-11-15 00:30:00+00:00,Little Caesars Arena
6127194,True,False,POR,HOU,POR @ HOU,NBA,2025-11-15 01:00:00+00:00,Toyota Center
6127206,True,False,CHA,MIL,CHA @ MIL,NBA,2025-11-15 01:00:00+00:00,Fiserv Forum
6127218,True,False,SAC,MIN,SAC @ MIN,NBA,2025-11-15 01:00:00+00:00,Target Center
6127230,True,False,LAL,NOP,LAL @ NOP,NBA,2025-11-15 01:00:00+00:00,New Orleans Arena
6127236,True,False,LAC,DAL,LAC @ DAL,NBA,2025-11-15 01:30:00+00:00,American Airlines Center
6127248,True,False,GSW,SAS,GSW @ SAS,NBA,2025-11-15 02:30:00+00:00,AT&T Center
6127249,True,False,GSW,SAS,GSW @ SAS,NBA,2025-11-15 03:30:00+00:00,AT&T Center
