competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043525,True,False,SAS,BOS,SAS @ BOS,NBA,2025-02-13 00:00:00+00:00,TD Garden
6043747,True,False,PHI,BKN,PHI @ BKN,NBA,2025-02-13 00:30:00+00:00,Barclays Center
6044317,True,False,DET,CHI,DET @ CHI,NBA,2025-02-13 01:00:00+00:00,United Center
6044461,True,False,IND,WAS,IND @ WAS,NBA,2025-02-13 00:00:00+00:00,Verizon Center
6044971,True,False,LAL,UTA,LAL @ UTA,NBA,2025-02-13 02:00:00+00:00,EnergySolutions Arena
6045067,True,False,GSW,DAL,GSW @ DAL,NBA,2025-02-13 02:30:00+00:00,American Airlines Center
6045349,True,False,POR,DEN,POR @ DEN,NBA,2025-02-13 02:00:00+00:00,Pepsi Center
6045829,True,False,CLE,TOR,CLE @ TOR,NBA,2025-02-13 00:30:00+00:00,Air Canada Centre
6046825,True,False,PHX,HOU,PHX @ HOU,NBA,2025-02-13 01:30:00+00:00,Toyota Center
6047767,True,False,MEM,LAC,MEM @ LAC,NBA,2025-02-13 03:30:00+00:00,Intuit Dome
6047768,True,False,MEM,LAC,MEM @ LAC,NBA,2025-02-13 04:30:00+00:00,Intuit Dome
6048127,True,False,CHA,ORL,CHA @ ORL,NBA,2025-02-13 00:00:00+00:00,Amway Center
6048535,True,False,SAC,NOP,SAC @ NOP,NBA,2025-02-13 01:00:00+00:00,New Orleans Arena
6049597,True,False,ATL,NYK,ATL @ NYK,NBA,2025-02-13 00:30:00+00:00,Madison Square Garden
6049681,True,False,MIA,OKC,MIA @ OKC,NBA,2025-02-13 01:00:00+00:00,Chesapeake Energy Arena
6049909,True,False,MIL,MIN,MIL @ MIN,NBA,2025-02-13 01:00:00+00:00,Target Center
