competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043603,True,False,CHA,BOS,CHA @ BOS,NBA,2025-04-11 23:30:00+00:00,TD Garden
6044425,True,False,WAS,CHI,WAS @ CHI,NBA,2025-04-12 00:00:00+00:00,United Center
6045199,True,False,TOR,DAL,TOR @ DAL,NBA,2025-04-12 00:30:00+00:00,American Airlines Center
6045205,True,False,OKC,UTA,OKC @ UTA,NBA,2025-04-12 01:30:00+00:00,EnergySolutions Arena
6045493,True,False,MEM,DEN,MEM @ DEN,NBA,2025-04-12 01:00:00+00:00,Pepsi Center
6045973,True,False,MIL,DET,MIL @ DET,NBA,2025-04-11 23:00:00+00:00,Little Caesars Arena
6047467,True,False,ORL,IND,ORL @ IND,NBA,2025-04-11 23:00:00+00:00,Bankers Life Fieldhouse
6047479,True,False,LAC,SAC,LAC @ SAC,NBA,2025-04-12 02:00:00+00:00,Golden 1 Center
6048415,True,False,GSW,POR,GSW @ POR,NBA,2025-04-12 02:00:00+00:00,Moda Center at the Rose Quarter
6048745,True,False,HOU,LAL,HOU @ LAL,NBA,2025-04-12 02:30:00+00:00,Staples Center
6048746,True,False,HOU,LAL,HOU @ LAL,NBA,2025-04-12 03:30:00+00:00,Staples Center
6048937,True,False,MIA,NOP,MIA @ NOP,NBA,2025-04-12 00:00:00+00:00,New Orleans Arena
6049129,True,False,SAS,PHX,SAS @ PHX,NBA,2025-04-12 02:00:00+00:00,US Airways Center
6049225,True,False,CLE,NYK,CLE @ NYK,NBA,2025-04-11 23:30:00+00:00,Madison Square Garden
6049447,True,False,ATL,PHI,ATL @ PHI,NBA,2025-04-11 23:00:00+00:00,Wells Fargo Center
6049981,True,False,BKN,MIN,BKN @ MIN,NBA,2025-04-12 01:00:00+00:00,Target Center
