competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043543,True,False,DEN,BOS,DEN @ BOS,NBA,2025-03-02 18:00:00+00:00,TD Garden
6044707,True,False,POR,CLE,POR @ CLE,NBA,2025-03-02 20:30:00+00:00,Quicken Loans Arena
6045055,True,False,NOP,UTA,NOP @ UTA,NBA,2025-03-03 01:00:00+00:00,EnergySolutions Arena
6046609,True,False,OKC,SAS,OKC @ SAS,NBA,2025-03-03 00:00:00+00:00,AT&T Center
6046855,True,False,NYK,MIA,NYK @ MIA,NBA,2025-03-02 23:00:00+00:00,AmericanAirlines Arena
6047335,True,False,CHI,IND,CHI @ IND,NBA,2025-03-02 22:00:00+00:00,Bankers Life Fieldhouse
6048253,True,False,TOR,ORL,TOR @ ORL,NBA,2025-03-02 23:00:00+00:00,Amway Center
6048631,True,False,LAC,LAL,LAC @ LAL,NBA,2025-03-03 02:30:00+00:00,Staples Center
6048979,True,False,MIN,PHX,MIN @ PHX,NBA,2025-03-03 02:30:00+00:00,US Airways Center
6048980,True,False,MIN,PHX,MIN @ PHX,NBA,2025-03-03 03:30:00+00:00,US Airways Center
