competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043981,True,False,WAS,CHA,WAS @ CHA,NBA,2025-02-04 00:00:00+00:00,Time Warner Cable Arena
6044947,True,False,IND,UTA,IND @ UTA,NBA,2025-02-04 02:00:00+00:00,EnergySolutions Arena
6045325,True,False,NOP,DEN,NOP @ DEN,NBA,2025-02-04 02:00:00+00:00,Pepsi Center
6045745,True,False,ATL,DET,ATL @ DET,NBA,2025-02-04 00:00:00+00:00,Little Caesars Arena
6046027,True,False,SAS,MEM,SAS @ MEM,NBA,2025-02-04 01:00:00+00:00,FedExForum
6046393,True,False,ORL,GSW,ORL @ GSW,NBA,2025-02-04 03:00:00+00:00,Chase Center
6046394,True,False,ORL,GSW,ORL @ GSW,NBA,2025-02-04 04:00:00+00:00,Chase Center
6048085,True,False,PHX,POR,PHX @ POR,NBA,2025-02-04 03:00:00+00:00,Moda Center at the Rose Quarter
6049615,True,False,MIL,OKC,MIL @ OKC,NBA,2025-02-04 01:00:00+00:00,Chesapeake Energy Arena
6049675,True,False,HOU,NYK,HOU @ NYK,NBA,2025-02-04 00:30:00+00:00,Madison Square Garden
6049885,True,False,SAC,MIN,SAC @ MIN,NBA,2025-02-04 01:00:00+00:00,Target Center
