competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043375,True,False,UTA,ATL,UTA @ ATL,NBA,2025-04-06 22:00:00+00:00,Philips Arena
6043597,True,False,WAS,BOS,WAS @ BOS,NBA,2025-04-06 22:00:00+00:00,TD Garden
6043819,True,False,TOR,BKN,TOR @ BKN,NBA,2025-04-06 19:30:00+00:00,Barclays Center
6044065,True,False,CHI,CHA,CHI @ CHA,NBA,2025-04-06 17:00:00+00:00,Time Warner Cable Arena
6044767,True,False,SAC,CLE,SAC @ CLE,NBA,2025-04-06 22:00:00+00:00,Quicken Loans Arena
6045475,True,False,IND,DEN,IND @ DEN,NBA,2025-04-07 00:00:00+00:00,Pepsi Center
6046501,True,False,HOU,GSW,HOU @ GSW,NBA,2025-04-07 00:30:00+00:00,Chase Center
6046502,True,False,HOU,GSW,HOU @ GSW,NBA,2025-04-07 01:30:00+00:00,Chase Center
6048391,True,False,SAS,POR,SAS @ POR,NBA,2025-04-06 22:00:00+00:00,Moda Center at the Rose Quarter
6049273,True,False,PHX,NYK,PHX @ NYK,NBA,2025-04-06 23:00:00+00:00,Madison Square Garden
6049807,True,False,LAL,OKC,LAL @ OKC,NBA,2025-04-06 19:30:00+00:00,Chesapeake Energy Arena
6087758,True,False,MIL,NOP,MIL @ NOP,NBA,2025-04-07 00:30:00+00:00,New Orleans Arena
