competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043279,True,False,SAS,ATL,SAS @ ATL,NBA,2025-02-06 00:00:00+00:00,Philips Arena
6043729,True,False,WAS,BKN,WAS @ BKN,NBA,2025-02-06 00:30:00+00:00,Barclays Center
6043987,True,False,MIL,CHA,MIL @ CHA,NBA,2025-02-06 00:00:00+00:00,Time Warner Cable Arena
6044959,True,False,GSW,UTA,GSW @ UTA,NBA,2025-02-06 02:00:00+00:00,EnergySolutions Arena
6045331,True,False,NOP,DEN,NOP @ DEN,NBA,2025-02-06 02:00:00+00:00,Pepsi Center
6045763,True,False,CLE,DET,CLE @ DET,NBA,2025-02-06 00:00:00+00:00,Little Caesars Arena
6045805,True,False,MEM,TOR,MEM @ TOR,NBA,2025-02-06 00:30:00+00:00,Air Canada Centre
6047287,True,False,ORL,SAC,ORL @ SAC,NBA,2025-02-06 03:00:00+00:00,Golden 1 Center
6047288,True,False,ORL,SAC,ORL @ SAC,NBA,2025-02-06 04:00:00+00:00,Golden 1 Center
6049201,True,False,MIA,PHI,MIA @ PHI,NBA,2025-02-06 00:30:00+00:00,Wells Fargo Center
6049633,True,False,PHX,OKC,PHX @ OKC,NBA,2025-02-06 02:30:00+00:00,Chesapeake Energy Arena
6049891,True,False,CHI,MIN,CHI @ MIN,NBA,2025-02-06 01:00:00+00:00,Target Center
