competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5954930,True,False,IND,BOS,IND @ BOS,NBA,2023-11-01 23:30:00+00:00,TD Garden
5954984,True,False,MEM,UTA,MEM @ UTA,NBA,2023-11-02 01:00:00+00:00,EnergySolutions Arena
5955422,True,False,MIL,TOR,MIL @ TOR,NBA,2023-11-01 23:00:00+00:00,Air Canada Centre
5955464,True,False,WAS,ATL,WAS @ ATL,NBA,2023-11-01 23:30:00+00:00,Philips Arena
5957108,True,False,CHI,DAL,CHI @ DAL,NBA,2023-11-02 00:30:00+00:00,American Airlines Center
5959118,True,False,LAC,LAL,LAC @ LAL,NBA,2023-11-02 02:00:00+00:00,Staples Center
5959119,True,False,LAC,LAL,LAC @ LAL,NBA,2023-11-02 03:00:00+00:00,Staples Center
5959123,True,False,LAC,LAL,LAC @ LAL,NBA,2023-11-02 03:20:00+00:00,Staples Center
5959424,True,False,NOP,OKC,NOP @ OKC,NBA,2023-11-01 23:30:00+00:00,Chesapeake Energy Arena
5960072,True,False,BKN,MIA,BKN @ MIA,NBA,2023-11-01 23:30:00+00:00,AmericanAirlines Arena
5960138,True,False,CLE,NYK,CLE @ NYK,NBA,2023-11-01 23:30:00+00:00,Madison Square Garden
5960810,True,False,SAC,GSW,SAC @ GSW,NBA,2023-11-02 02:00:00+00:00,Chase Center
5960954,True,False,DEN,MIN,DEN @ MIN,NBA,2023-11-02 00:00:00+00:00,Target Center
5961584,True,False,CHA,HOU,CHA @ HOU,NBA,2023-11-02 00:00:00+00:00,Toyota Center
5961890,True,False,POR,DET,POR @ DET,NBA,2023-11-01 23:00:00+00:00,Little Caesars Arena
