competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5895330,True,False,LAL,CHI,LAL @ CHI,NBA,2023-03-30 00:00:00+00:00,United Center
5896548,True,False,MIA,NYK,MIA @ NYK,NBA,2023-03-29 23:30:00+00:00,Madison Square Garden
5897370,True,False,DET,OKC,DET @ OKC,NBA,2023-03-30 00:00:00+00:00,Chesapeake Energy Arena
5897544,True,False,LAC,MEM,LAC @ MEM,NBA,2023-03-30 00:00:00+00:00,FedExForum
5899554,True,False,MIL,IND,MIL @ IND,NBA,2023-03-29 23:00:00+00:00,Bankers Life Fieldhouse
5899650,True,False,HOU,BKN,HOU @ BKN,NBA,2023-03-29 23:30:00+00:00,Barclays Center
5900826,True,False,DAL,PHI,DAL @ PHI,NBA,2023-03-29 23:30:00+00:00,Wells Fargo Center
5903437,True,False,UTA,SAS,UTA @ SAS,NBA,2023-03-30 00:00:00+00:00,AT&T Center
5903521,True,False,MIN,PHX,MIN @ PHX,NBA,2023-03-30 02:00:00+00:00,US Airways Center
5903522,True,False,MIN,PHX,MIN @ PHX,NBA,2023-03-30 03:00:00+00:00,US Airways Center
5903526,True,False,MIN,PHX,MIN @ PHX,NBA,2023-03-30 03:20:00+00:00,US Airways Center
5903989,True,False,SAC,POR,SAC @ POR,NBA,2023-03-30 02:00:00+00:00,Moda Center at the Rose Quarter
