competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5895204,True,True,CLE,BOS,CLE @ BOS,NBA,2023-03-02 00:30:00+00:00,TD Garden
5895408,True,True,PHX,CHA,PHX @ CHA,NBA,2023-03-02 00:00:00+00:00,Time Warner Cable Arena
5895762,True,True,PHI,MIA,PHI @ MIA,NBA,2023-03-02 00:30:00+00:00,AmericanAirlines Arena
5896458,True,True,BKN,NYK,BKN @ NYK,NBA,2023-03-02 00:30:00+00:00,Madison Square Garden
5897262,True,True,LAL,OKC,LAL @ OKC,NBA,2023-03-02 01:00:00+00:00,Chesapeake Energy Arena
5898228,True,True,ORL,MIL,ORL @ MIL,NBA,2023-03-02 01:00:00+00:00,Fiserv Forum
5900358,True,True,MEM,HOU,MEM @ HOU,NBA,2023-03-02 01:00:00+00:00,Toyota Center
5900754,True,True,CHI,DET,CHI @ DET,NBA,2023-03-02 00:00:00+00:00,Little Caesars Arena
5903947,True,True,NOP,POR,NOP @ POR,NBA,2023-03-02 03:00:00+00:00,Moda Center at the Rose Quarter
5903948,True,False,NOP,POR,NOP @ POR,NBA,2023-03-02 04:22:00+00:00,Moda Center at the Rose Quarter
5903952,True,False,NOP,POR,NOP @ POR,NBA,2023-03-02 04:48:00+00:00,Moda Center at the Rose Quarter
