competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6128730,True,False,PHI,TOR,PHI @ TOR,NBA,2026-01-11 23:00:00+00:00,Air Canada Centre
6129120,True,False,NOP,ORL,NOP @ ORL,NBA,2026-01-11 20:00:00+00:00,Amway Center
6129126,True,False,ATL,GSW,ATL @ GSW,NBA,2026-01-12 01:30:00+00:00,Chase Center
6130842,True,False,HOU,SAC,HOU @ SAC,NBA,2026-01-12 02:00:00+00:00,Golden 1 Center
6130843,True,False,HOU,SAC,HOU @ SAC,NBA,2026-01-12 03:00:00+00:00,Golden 1 Center
6130944,True,False,MIL,DEN,MIL @ DEN,NBA,2026-01-12 01:00:00+00:00,Pepsi Center
6131424,True,False,NYK,POR,NYK @ POR,NBA,2026-01-11 23:00:00+00:00,Moda Center at the Rose Quarter
6131838,True,False,WAS,PHX,WAS @ PHX,NBA,2026-01-12 01:00:00+00:00,US Airways Center
6132720,True,False,BKN,MEM,BKN @ MEM,NBA,2026-01-11 20:30:00+00:00,FedExForum
6133590,True,False,SAS,MIN,SAS @ MIN,NBA,2026-01-12 00:00:00+00:00,Target Center
6134142,True,False,MIA,OKC,MIA @ OKC,NBA,2026-01-12 00:00:00+00:00,Chesapeake Energy Arena
