competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6042691,True,False,MIA,IND,MIA @ IND,NBA,2024-11-16 00:00:00+00:00,Bankers Life Fieldhouse
6042697,True,False,PHI,ORL,PHI @ ORL,NBA,2024-11-16 00:00:00+00:00,Amway Center
6042703,True,False,DET,TOR,DET @ TOR,NBA,2024-11-16 00:00:00+00:00,Air Canada Centre
6042709,True,False,WAS,ATL,WAS @ ATL,NBA,2024-11-16 00:30:00+00:00,Philips Arena
6042715,True,False,CHI,CLE,CHI @ CLE,NBA,2024-11-16 00:30:00+00:00,Quicken Loans Arena
6042721,True,False,BKN,NYK,BKN @ NYK,NBA,2024-11-16 00:30:00+00:00,Madison Square Garden
6042727,True,False,LAL,SAS,LAL @ SAS,NBA,2024-11-16 00:30:00+00:00,AT&T Center
6042733,True,False,LAC,HOU,LAC @ HOU,NBA,2024-11-16 01:00:00+00:00,Toyota Center
6042739,True,False,DEN,NOP,DEN @ NOP,NBA,2024-11-16 01:00:00+00:00,New Orleans Arena
6042745,True,False,PHX,OKC,PHX @ OKC,NBA,2024-11-16 01:00:00+00:00,Chesapeake Energy Arena
6042751,True,False,MEM,GSW,MEM @ GSW,NBA,2024-11-16 03:00:00+00:00,Chase Center
6042752,True,False,MEM,GSW,MEM @ GSW,NBA,2024-11-16 04:00:00+00:00,Chase Center
6042757,True,False,MIN,SAC,MIN @ SAC,NBA,2024-11-16 03:00:00+00:00,Golden 1 Center
