competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6070255,True,False,LAV,CON,LAV @ CON,NBA,2025-05-20 23:00:00+00:00,Mohegan Sun Arena
6070256,True,False,ATL,IND,ATL @ IND,NBA,2025-05-20 23:00:00+00:00,Bankers Life Fieldhouse
6110239,True,False,IND,NYK,IND @ NYK,NBA,2025-05-22 00:00:00+00:00,Madison Square Garden
6110447,True,False,MIN,OKC,MIN @ OKC,NBA,2025-05-21 00:30:00+00:00,Chesapeake Energy Arena
6110448,True,False,MIN,OKC,MIN @ OKC,NBA,2025-05-21 01:30:00+00:00,Chesapeake Energy Arena
6110453,True,False,MIN,OKC,MIN @ OKC,NBA,2025-05-23 00:30:00+00:00,Chesapeake Energy Arena
6110459,True,False,OKC,MIN,OKC @ MIN,NBA,2025-05-25 00:30:00+00:00,Target Center
6110465,True,False,OKC,MIN,OKC @ MIN,NBA,2025-05-27 00:30:00+00:00,Target Center
6110471,True,False,MIN,OKC,MIN @ OKC,NBA,2025-05-29 00:30:00+00:00,Chesapeake Energy Arena
6110477,True,False,OKC,MIN,OKC @ MIN,NBA,2025-05-31 00:30:00+00:00,Target Center
6110483,True,False,MIN,OKC,MIN @ OKC,NBA,2025-06-02 00:00:00+00:00,Chesapeake Energy Arena
