competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
5955056,True,False,POR,UTA,POR @ UTA,NBA,2023-12-03 02:30:00+00:00,EnergySolutions Arena
5956454,True,False,ORL,BKN,ORL @ BKN,NBA,2023-12-03 00:00:00+00:00,Barclays Center
5957060,True,False,DEN,SAC,DEN @ SAC,NBA,2023-12-03 03:00:00+00:00,Golden 1 Center
5957288,True,False,OKC,DAL,OKC @ DAL,NBA,2023-12-03 02:00:00+00:00,American Airlines Center
5958086,True,False,MEM,PHX,MEM @ PHX,NBA,2023-12-03 02:00:00+00:00,US Airways Center
5958146,True,False,GSW,LAC,GSW @ LAC,NBA,2023-12-02 21:00:00+00:00,Staples Center
5958458,True,False,MIN,CHA,MIN @ CHA,NBA,2023-12-02 22:00:00+00:00,Time Warner Cable Arena
5959244,True,False,HOU,LAL,HOU @ LAL,NBA,2023-12-03 03:30:00+00:00,Staples Center
5959245,True,False,HOU,LAL,HOU @ LAL,NBA,2023-12-03 04:30:00+00:00,Staples Center
5959249,True,False,HOU,LAL,HOU @ LAL,NBA,2023-12-03 04:50:00+00:00,Staples Center
5959670,True,False,NOP,CHI,NOP @ CHI,NBA,2023-12-03 01:00:00+00:00,United Center
5960240,True,False,IND,MIA,IND @ MIA,NBA,2023-12-03 01:00:00+00:00,AmericanAirlines Arena
5961446,True,False,ATL,MIL,ATL @ MIL,NBA,2023-12-03 01:00:00+00:00,Fiserv Forum
5961938,True,False,CLE,DET,CLE @ DET,NBA,2023-12-03 00:00:00+00:00,Little Caesars Arena
