competition_id,are_depth_charts_available,are_starting_lineups_available,away_team,home_team,name,sport,starts_at,venue
6043849,True,False,TOR,CHA,TOR @ CHA,NBA,2024-10-30 23:00:00+00:00,Time Warner Cable Arena
6044083,True,False,ATL,WAS,ATL @ WAS,NBA,2024-10-30 23:00:00+00:00,Verizon Center
6044101,True,False,ORL,CHI,ORL @ CHI,NBA,2024-10-31 00:00:00+00:00,United Center
6044455,True,False,LAL,CLE,LAL @ CLE,NBA,2024-10-30 23:00:00+00:00,Quicken Loans Arena
6045481,True,False,BKN,MEM,BKN @ MEM,NBA,2024-10-31 00:00:00+00:00,FedExForum
6046075,True,False,NOP,GSW,NOP @ GSW,NBA,2024-10-31 02:00:00+00:00,Chase Center
6046363,True,False,NYK,MIA,NYK @ MIA,NBA,2024-10-30 23:30:00+00:00,AmericanAirlines Arena
6047077,True,False,BOS,IND,BOS @ IND,NBA,2024-10-30 23:00:00+00:00,Bankers Life Fieldhouse
6047491,True,False,POR,LAC,POR @ LAC,NBA,2024-10-31 02:30:00+00:00,Intuit Dome
6048805,True,False,DET,PHI,DET @ PHI,NBA,2024-10-30 23:00:00+00:00,Wells Fargo Center
6049219,True,False,SAS,OKC,SAS @ OKC,NBA,2024-10-31 01:30:00+00:00,Chesapeake Energy Arena
